topic_id,topic_name,category
https://openalex.org/T11788,Two-Photon Microfabrication Techniques,Engineering
https://openalex.org/T10540,Fluorescence Microscopy Techniques,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11708,Photochromic Materials and Molecular Switches,Materials Science
https://openalex.org/T13923,Safety and Management of Nuclear Fuel Transportation,Engineering
https://openalex.org/T14164,Ship Recycling and Offshore Decommissioning,Engineering
https://openalex.org/T11959,Health Effects of Precarious Employment and Unemployment,Health Professions
https://openalex.org/T13067,Geological Modeling and Uncertainty Analysis,Earth and Planetary Sciences
https://openalex.org/T11058,Ethical Decision Making in Organizations,Decision Sciences
https://openalex.org/T12656,Impact of Climate Change on Human Migration,Social Sciences
https://openalex.org/T11026,Malignant Pleural Mesothelioma Research,Medicine
https://openalex.org/T11739,Microwave Imaging for Breast Cancer Detection,Engineering
https://openalex.org/T11799,Mechanics of Gecko Foot Adhesion,Engineering
https://openalex.org/T10369,Microelectromechanical Systems,Engineering
https://openalex.org/T11138,Surface Texturing for Tribology,Engineering
https://openalex.org/T12966,Dialogic Education in Social and Individual Contexts,Social Sciences
https://openalex.org/T12610,Functions and Regulation of RNA Editing by ADARs,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10075,Atmospheric Aerosols and their Impacts,Earth and Planetary Sciences
https://openalex.org/T12120,Low-Cost Air Quality Monitoring Systems,Environmental Science
https://openalex.org/T11945,Solar Air Heater Heat Transfer Analysis,Engineering
https://openalex.org/T10850,Fundamental Issues in Flow Boiling Heat Transfer,Engineering
https://openalex.org/T11256,Democratization and Decentralization in Indonesia,Social Sciences
https://openalex.org/T13382,Cloud Robotics and Automation Research,Engineering
https://openalex.org/T12738,Corporate Reputation and Financial Performance,"Business, Management and Accounting"
https://openalex.org/T13802,Social and Cultural Development in Vietnam,Social Sciences
https://openalex.org/T12765,Civil Rights Movement and Black Studies,Social Sciences
https://openalex.org/T13935,Fuzzy Computing and Intelligent Systems,Computer Science
https://openalex.org/T10358,Radiotherapy Physics and Technology,Physics and Astronomy
https://openalex.org/T12304,Inverse Radiative Heat Transfer Analysis,Engineering
https://openalex.org/T10363,Low-Power VLSI Circuit Design and Optimization,Engineering
https://openalex.org/T11032,Very Large Scale Integration Testing,Computer Science
https://openalex.org/T14060,Educational Leadership and Management in Schools,Social Sciences
https://openalex.org/T12952,Influence of Educational Leadership on Teacher Performance,Social Sciences
https://openalex.org/T13764,Antonio Gramsci and his Relevance in Contemporary Politics,Social Sciences
https://openalex.org/T11056,Metabolic Theory of Ecology and Climate Change Impacts,Environmental Science
https://openalex.org/T13861,Promotion of Healthy Lifestyles in Young Adults,Health Professions
https://openalex.org/T10139,Environmental Impact of Heavy Metal Contamination,Environmental Science
https://openalex.org/T10973,Chemistry of Actinide and Lanthanide Elements,Chemistry
https://openalex.org/T11942,Implications of Shared Autonomous Vehicle Services,Engineering
https://openalex.org/T10220,Machine Fault Diagnosis and Prognostics,Engineering
https://openalex.org/T13991,Nurr1/CoREST Pathway in Neuroprotection and Inflammation,Neuroscience
https://openalex.org/T13807,Digital Communication and Information Studies,Computer Science
https://openalex.org/T10490,Optical Manipulation and Angular Momentum,Physics and Astronomy
https://openalex.org/T12677,Biomechanical Analysis of Golf Swing Performance,Engineering
https://openalex.org/T10404,Enzyme Immobilization Techniques,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11413,Robust Optimization for Risk Management and Finance,Decision Sciences
https://openalex.org/T12276,Enterprise Risk Management in Finance and Business,"Business, Management and Accounting"
https://openalex.org/T11804,Quantum Many-Body Systems and Entanglement Dynamics,Physics and Astronomy
https://openalex.org/T10537,Attention-Deficit/Hyperactivity Disorder,Medicine
https://openalex.org/T10190,Health Effects of Air Pollution,Environmental Science
https://openalex.org/T13862,Fundamentals and Applications of Finite Element Analysis,Engineering
https://openalex.org/T10163,Platinum-Based Cancer Chemotherapy,Medicine
https://openalex.org/T10464,Chemical Crystallography,Chemistry
https://openalex.org/T11279,Lanthanide Luminescence in Biomedical Applications,Materials Science
https://openalex.org/T10070,Social Movements and Political Conflict Analysis,Social Sciences
https://openalex.org/T10777,Clientelism and Political Power in Latin America,Social Sciences
https://openalex.org/T11933,Sustainable Development in Mining and Minerals Industry,Engineering
https://openalex.org/T11409,Wireless Communication and Network Optimization,Engineering
https://openalex.org/T10497,Genomic Expression and Function in Yeast Organism,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10888,Augmented Reality and its Applications,Computer Science
https://openalex.org/T10789,Tangible User Interfaces in Human-Computer Interaction,Computer Science
https://openalex.org/T13752,Biomechanical Analysis of Archery Techniques and Equipment,Engineering
https://openalex.org/T13685,Railway Engineering and Material Science,Engineering
https://openalex.org/T11713,Male Circumcision for HIV Prevention and Penile Health,Medicine
https://openalex.org/T10285,Prevention and Treatment of Venous Thromboembolism,Medicine
https://openalex.org/T11142,Biochemistry of Diabetic Complications,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13844,Recognition of Prior Learning in Higher Education,Social Sciences
https://openalex.org/T13151,Strategic Management and Innovation in Business,"Business, Management and Accounting"
https://openalex.org/T10309,Acute Myeloid Leukemia,Medicine
https://openalex.org/T11628,Molecular Pathogenesis of Myeloproliferative Disorders,Medicine
https://openalex.org/T10411,Formation and Application of Food Nanoemulsions,Agricultural and Biological Sciences
https://openalex.org/T12908,Gender Representation in Advertising and Media,Social Sciences
https://openalex.org/T10087,Radiocarbon Dating and Agricultural Origins,Earth and Planetary Sciences
https://openalex.org/T10421,Human Evolution and Behavioral Modernity,Social Sciences
https://openalex.org/T11598,Machine Learning for Internet Traffic Classification,Computer Science
https://openalex.org/T11632,Impact of Parenting Stress on Caregivers and Families,Psychology
https://openalex.org/T10730,Language Development and Acquisition in Children,Psychology
https://openalex.org/T11204,Calcium Signaling and Ion Channels in Sensation,Neuroscience
https://openalex.org/T10493,Molecular Mechanisms of Ion Channels Regulation,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10608,Adult Neurogenesis and Brain Development,Neuroscience
https://openalex.org/T10292,Management of Acute Myocardial Infarction,Medicine
https://openalex.org/T11597,Role of Neutrophil Extracellular Traps in Immunity,Immunology and Microbiology
https://openalex.org/T10873,Epidemiology and Pathogenesis of Bacterial Meningitis,Immunology and Microbiology
https://openalex.org/T12849,Parvovirus B19 Infection and Pathogenesis,Medicine
https://openalex.org/T12117,Rhabdomyolysis and Compartment Syndromes,Medicine
https://openalex.org/T12893,Understanding Reactivity in Organic Reactions,Chemistry
https://openalex.org/T12230,Management of Cardiovascular Diseases during Pregnancy,Medicine
https://openalex.org/T12598,Surgical Ventricular Reconstruction in Myocardial Infarction,Medicine
https://openalex.org/T12817,Pharmacological Effects of Licorice Roots,"Pharmacology, Toxicology and Pharmaceutics"
https://openalex.org/T11019,Image Enhancement Techniques,Computer Science
https://openalex.org/T10605,Economic Development and Inequality in Europe and Asia,"Economics, Econometrics and Finance"
https://openalex.org/T11908,Protein Binding Specificity in Human Serum Albumin,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13583,Jury Decision Making in Legal Proceedings,Social Sciences
https://openalex.org/T10091,Malaria,Medicine
https://openalex.org/T12982,Legal Remedies and Corrective Justice in Law,Social Sciences
https://openalex.org/T13408,Corporate Human Rights Obligations and Responsibilities,"Business, Management and Accounting"
https://openalex.org/T13706,Principles of Production Management and Operations,"Business, Management and Accounting"
https://openalex.org/T10940,Mathematical Modeling of Fluid Dynamics,Mathematics
https://openalex.org/T11140,"Diabetes, Oxidative Stress, and Antioxidants",Medicine
https://openalex.org/T13148,Air Quality Management and Policy Development,Environmental Science
https://openalex.org/T11647,Workplace Bullying and Harassment in Professional Environments,Social Sciences
https://openalex.org/T10059,Bone Tissue Engineering and Biomaterials,Engineering
https://openalex.org/T10512,Hip Arthroplasty Techniques and Materials,Medicine
https://openalex.org/T13674,Digital Image Processing and Artificial Neural Networks,Computer Science
https://openalex.org/T12976,Influence of Magnetic Fields on Biological Systems,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13046,Electrokinetic Soil Remediation Techniques and Applications,Engineering
https://openalex.org/T11407,Droplet Microfluidics Technology,Engineering
https://openalex.org/T12452,Electrowetting in Microfluidics and Optics,Engineering
https://openalex.org/T10572,Geophysical Exploration and Monitoring Techniques,Earth and Planetary Sciences
https://openalex.org/T12334,Small Cell Lung Cancer,Medicine
https://openalex.org/T14094,Economic Development and Financial Markets in Italy,"Economics, Econometrics and Finance"
https://openalex.org/T10674,Inequality in Education: Impact of Socioeconomic Status,Social Sciences
https://openalex.org/T12945,Quality Function Deployment in Product Development and Management,"Business, Management and Accounting"
https://openalex.org/T14369,Meta-Synthesis Approach to Knowledge Science and Innovation,Decision Sciences
https://openalex.org/T14444,Energy Storage in Power Systems,Energy
https://openalex.org/T12055,Boron Neutron Capture Therapy,Medicine
https://openalex.org/T10034,Theoretical Foundations of Linguistic Studies,Arts and Humanities
https://openalex.org/T11801,Advanced Techniques in Reservoir Management,Engineering
https://openalex.org/T10772,Distributed Fault Tolerance and Consistency in Systems,Computer Science
https://openalex.org/T10760,Diagnosis and Management of Pancreatitis,Medicine
https://openalex.org/T10546,Global Trends in Higher Education Internationalization,Social Sciences
https://openalex.org/T12407,Plant Biostimulants in Agriculture and Horticulture,Agricultural and Biological Sciences
https://openalex.org/T12642,Controlled Release Materials for Agriculture,Engineering
https://openalex.org/T10390,Diagnosis and Management of Polycystic Ovary Syndrome,Medicine
https://openalex.org/T10364,Fertility Preservation in Cancer Patients,Medicine
https://openalex.org/T11078,Molecular Mechanisms of Inflammasome Activation and Regulation,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10107,Lead-free Piezoelectric Materials,Materials Science
https://openalex.org/T10438,Economic Impact of Environmental Policies and Resources,"Economics, Econometrics and Finance"
https://openalex.org/T13933,Green Economics and Sustainability,Environmental Science
https://openalex.org/T10362,Biblical Studies and Christian Theology,Arts and Humanities
https://openalex.org/T14371,Interdisciplinary Exploration of Various Disciplines,Social Sciences
https://openalex.org/T13319,Cinemeducation in Medical and Management Education,Health Professions
https://openalex.org/T11443,Statistical Process Control in Research and Healthcare Improvement,Decision Sciences
https://openalex.org/T13642,Causes and Consequences of Employee Downsizing,"Business, Management and Accounting"
https://openalex.org/T11040,Personality Traits and Their Impacts on Life Outcomes,Psychology
https://openalex.org/T10265,Translanguaging Pedagogy in Multilingual Education,Social Sciences
https://openalex.org/T13575,Historical Patterns in Travel Writing and Exploration,Arts and Humanities
https://openalex.org/T10174,Evolutionary Ecology of Animal Behavior and Traits,Agricultural and Biological Sciences
https://openalex.org/T13099,Impact of Healthcare Legislation on Practice and Ethics,Health Professions
https://openalex.org/T14186,Healthcare Policy Reforms and Inequalities in France,Health Professions
https://openalex.org/T11041,Ubiquitin-Proteasome Proteolytic Pathway,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11573,Risk Perception and Communication in Society,Social Sciences
https://openalex.org/T11357,Risk Analysis and Management,Decision Sciences
https://openalex.org/T10747,Community Resilience to Natural Disasters,Social Sciences
https://openalex.org/T12502,Urban Shrinkage in Post-Socialist Contexts,Social Sciences
https://openalex.org/T11093,Borderline Personality Disorder: Psychopathology and Treatment,Psychology
https://openalex.org/T11072,Peroxisome Proliferator-Activated Receptors,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11050,Photonics and Optoelectronics of Lithium Niobate Crystals,Physics and Astronomy
https://openalex.org/T12632,Interdisciplinary Study of Visual Representation and Communication,Arts and Humanities
https://openalex.org/T10672,Design Thinking and Engineering Design Processes,Engineering
https://openalex.org/T14035,Transmedia Storytelling for CSR Communication,Arts and Humanities
https://openalex.org/T10126,Program Analysis and Verification Techniques,Computer Science
https://openalex.org/T10097,Upconversion Nanoparticles,Materials Science
https://openalex.org/T11681,Management of Ventilator-associated Pneumonia in ICU Patients,Medicine
https://openalex.org/T14144,Chronic Cerebral Hypoperfusion-Related Neurodegenerative Diseases,Neuroscience
https://openalex.org/T10982,Computational Principles of Motor Control and Learning,Neuroscience
https://openalex.org/T10482,Disease Transmission and Population Dynamics,Medicine
https://openalex.org/T10152,Animal Nutrition and Gut Health,Agricultural and Biological Sciences
https://openalex.org/T11888,Constructions of Masculinity and Men's Well-being,Social Sciences
https://openalex.org/T10224,Hadron Physics and QCD,Physics and Astronomy
https://openalex.org/T14031,Indigenous Management Practices in Africa,Social Sciences
https://openalex.org/T10489,Neuroendocrine Regulation of Appetite and Body Weight,Neuroscience
https://openalex.org/T10960,Regulation of Puberty and Reproduction,Medicine
https://openalex.org/T12534,Targeted Protein Degradation in Biomedical Research,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10743,Automated Software Testing Techniques,Computer Science
https://openalex.org/T13199,Genetic Adaptation of Lactase Persistence in Humans,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10499,Role of Homocysteine in Health and Disease,Medicine
https://openalex.org/T13944,Crisis Resolution and Home Treatment Teams in Mental Health,Psychology
https://openalex.org/T10386,High-Strength Steel Materials,Engineering
https://openalex.org/T11268,Light Signal Transduction in Plants,Agricultural and Biological Sciences
https://openalex.org/T11336,Indoor Air Pollution in Developing Countries,Environmental Science
https://openalex.org/T10933,Real-Time Scheduling in Embedded Systems,Computer Science
https://openalex.org/T10486,Global Burden of Foodborne Pathogens,Agricultural and Biological Sciences
https://openalex.org/T14293,Global Health Biotechnology and Innovation,Medicine
https://openalex.org/T10553,Dynamics of Turbulent Combustion Systems,Engineering
https://openalex.org/T13605,Maternal Filicide and Infanticide Research,Social Sciences
https://openalex.org/T11042,Causes and Effects of Corruption,Social Sciences
https://openalex.org/T11298,Aromaticity in Organic Molecules and Materials,Chemistry
https://openalex.org/T13400,Applications of Generalized Functions in Mathematics and Physics,Mathematics
https://openalex.org/T12492,Emerging Zoonotic Diseases and One Health Approach,Medicine
https://openalex.org/T10167,Influenza Virus Research and Epidemiology,Medicine
https://openalex.org/T10844,Health Risks of Medical Imaging Radiation Exposure,Medicine
https://openalex.org/T13047,Role of Sigma Receptors in Cellular Signaling,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T13737,Critical Pedagogy and Social Transformation,Social Sciences
https://openalex.org/T12345,Transformative Learning Theory and Practice,Social Sciences
https://openalex.org/T11384,Critical Race Theory in Education,Social Sciences
https://openalex.org/T10809,Enhancing Workplace Safety Culture and Practices,Health Professions
https://openalex.org/T10714,Software-Defined Networking and Network Virtualization,Computer Science
https://openalex.org/T10138,End-to-End Congestion Control in Networks,Computer Science
https://openalex.org/T10971,Olfactory Dysfunction in Health and Disease,Neuroscience
https://openalex.org/T10865,Physical Metallurgy of Shape Memory Alloys,Materials Science
https://openalex.org/T12200,Electronic and Magnetic Properties of Half-Metallic Alloys,Materials Science
https://openalex.org/T11222,Magnetostriction in Magnetic Materials,Materials Science
https://openalex.org/T11300,Global Governance in Education Policy Research,Social Sciences
https://openalex.org/T12914,Pathogenesis and Clinical Management of Rhodococcus equi Infections,Medicine
https://openalex.org/T11980,Understanding Human Mobility Patterns,Social Sciences
https://openalex.org/T10936,Millimeter Wave Communications for 5G and Beyond,Engineering
https://openalex.org/T10347,Aerosols' Impact on Climate and Hydrological Cycle,Environmental Science
https://openalex.org/T13836,Security and Privacy in RFID Networks,Computer Science
https://openalex.org/T12396,Bifurcations in Planar Polynomial Systems,Mathematics
https://openalex.org/T11615,Control of Nonholonomic Mobile Robots,Engineering
https://openalex.org/T12923,Connected Component Labeling Algorithms,Computer Science
https://openalex.org/T10764,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Computer Science
https://openalex.org/T11045,Internet Users' Information Privacy Concerns,Social Sciences
https://openalex.org/T10529,Effects of Stress on Brain Function and Health,Neuroscience
https://openalex.org/T10053,International Political Interactions,Social Sciences
https://openalex.org/T11157,Genomic Aberrations and Treatment of Chronic Lymphocytic Leukemia,Medicine
https://openalex.org/T12311,Biopolitics and State of Exception Studies,Social Sciences
https://openalex.org/T12366,"Ethics, Philosophy, and Religious Studies",Arts and Humanities
https://openalex.org/T14314,Mimetic Theory and Violence in Religion and Culture,Arts and Humanities
https://openalex.org/T12897,Mechanical Behavior of Laminated Glass Structures,Engineering
https://openalex.org/T11352,Strengthening and Analysis of Masonry Structures,Engineering
https://openalex.org/T13770,Impact of Child Care on Infectious Diseases,Health Professions
https://openalex.org/T10063,Nanoparticle-Based Drug Delivery Systems,Materials Science
https://openalex.org/T12405,Magnetic Particle Imaging and Ferrofluid Research,Engineering
https://openalex.org/T11103,Antimicrobial Peptides in Host Defense and Therapy,Immunology and Microbiology
https://openalex.org/T13362,Biologically Inspired Adaptive Network Design,Engineering
https://openalex.org/T10418,Pelvic Floor Disorders,Medicine
https://openalex.org/T10279,Standardisation of Lower Urinary Tract Function,Medicine
https://openalex.org/T12603,Nuclear Magnetic Resonance Applications in Various Fields,Physics and Astronomy
https://openalex.org/T12569,Epidemiology and Management of Restless Legs Syndrome,Medicine
https://openalex.org/T10949,Molecular Mechanisms of Neurodegenerative Diseases,Neuroscience
https://openalex.org/T11113,Exploration of Music's Sociocultural Impact,Arts and Humanities
https://openalex.org/T11922,Diagnosis and Management of Arrhythmogenic Right Ventricular Cardiomyopathy,Medicine
https://openalex.org/T10701,Applications of Photoredox Catalysis in Organic Synthesis,Chemistry
https://openalex.org/T10354,Transition-Metal-Catalyzed C?€?H Bond Functionalization,Chemistry
https://openalex.org/T12189,Transition-Metal-Catalyzed Sulfur Chemistry,Chemistry
https://openalex.org/T14290,Impact and Implementation of Montessori Education,Social Sciences
https://openalex.org/T12724,"Integrated Management of Water, Energy, and Food Resources",Environmental Science
https://openalex.org/T11188,Coagulation and Flocculation Processes in Water Treatment,Environmental Science
https://openalex.org/T11915,Colloidal Particles in Complex Systems,Materials Science
https://openalex.org/T12979,Role of Perivascular Adipose Tissue in Cardiovascular Health,Medicine
https://openalex.org/T12967,Molecular Structure Determination using Rotational Spectroscopy,Chemistry
https://openalex.org/T11978,Advancements in Soil Mechanics and Terrain Interaction,Engineering
https://openalex.org/T11012,Mathematical Topics in Collisional Kinetic Theory,Mathematics
https://openalex.org/T12007,Plasma Actuators for Aerodynamic Flow Control,Engineering
https://openalex.org/T10970,Temporal Dynamics of Team Processes and Performance,Psychology
https://openalex.org/T10116,Male Reproductive Health,Medicine
https://openalex.org/T13186,Transformation of Russian Economy and Society,Social Sciences
https://openalex.org/T12661,Convergence Analysis of Iterative Methods for Nonlinear Equations,Mathematics
https://openalex.org/T11640,Sociolinguistic Variation and Language Change,Social Sciences
https://openalex.org/T12932,Powder Metallurgy and Compaction Processes,Engineering
https://openalex.org/T13140,Recycling and Utilization of Foundry Waste Materials,Engineering
https://openalex.org/T10700,Ductile Fracture in Sheet Metal Forming,Engineering
https://openalex.org/T13914,Imagery and Stereotypes in National Identity,Social Sciences
https://openalex.org/T11431,Embodied Cognition and Social Interaction,Psychology
https://openalex.org/T12784,Self-Reconfigurable Robotic Systems and Modular Robotics,Engineering
https://openalex.org/T11856,Applications of Infrared Thermography in Non-Destructive Testing,Engineering
https://openalex.org/T12809,Computational Contact Mechanics and Variational Inequalities,Computer Science
https://openalex.org/T12930,Medical Science and Healthcare,Medicine
https://openalex.org/T11057,Pathophysiology of Myocardial Reperfusion Injury,Medicine
https://openalex.org/T12963,Neurotoxic Effects of Anesthetic Agents on Brain Development,Neuroscience
https://openalex.org/T13426,Role of Transcription Factors in Cell Regulation,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10741,Advancements in Video Coding Standards and Techniques,Computer Science
https://openalex.org/T10901,Image Compression Techniques and Standards,Computer Science
https://openalex.org/T11201,Dynamic Recrystallization in Metal Deformation Processes,Engineering
https://openalex.org/T10419,Antibiotic Resistance in Aquatic Environments and Wastewater,Environmental Science
https://openalex.org/T10122,Impact of Persistent Organic Pollutants on Environment and Health,Environmental Science
https://openalex.org/T13563,Perchlorate Contamination and Health Effects,Environmental Science
https://openalex.org/T12961,Institutions and Regional Development in European Union,Social Sciences
https://openalex.org/T13429,Electricity Theft Detection in Smart Grids,Engineering
https://openalex.org/T12252,Finite Element Simulation and Experimental Validation of Fretting Wear,Engineering
https://openalex.org/T13222,Cultural and Social Dynamics in the Caribbean Region,Social Sciences
https://openalex.org/T14468,Analysis of Land Cover and Ecosystems,Environmental Science
https://openalex.org/T10702,Genomic Insights into Social Insects and Symbiosis,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11231,Microbial Fuel Cells and Electrogenic Bacteria Technology,Environmental Science
https://openalex.org/T13964,Information Technology in Education and Governance,Computer Science
https://openalex.org/T12667,Socio-Economic Development and Global Economic Challenges,Social Sciences
https://openalex.org/T10380,Intimate Partner Violence and Health Consequences,Social Sciences
https://openalex.org/T12462,Prevalence and Correlates of Elder Abuse and Neglect,Social Sciences
https://openalex.org/T10337,Liver Cirrhosis and Associated Complications,Medicine
https://openalex.org/T10999,Liver Transplantation and Graft Survival Analysis,Medicine
https://openalex.org/T10892,Drilling Fluid Technology and Well Integrity,Engineering
https://openalex.org/T13414,Radionuclide Metrology and Decay Rate Analysis,Physics and Astronomy
https://openalex.org/T10217,Molecular Mechanisms of Cardiac Arrhythmias,Medicine
https://openalex.org/T11905,Pain Management in Laboratory Animals,Veterinary
https://openalex.org/T12285,Engineering of Surface Nanostructures,Engineering
https://openalex.org/T13523,Mathematical Information Retrieval and Search,Computer Science
https://openalex.org/T11312,Remote Sensing of Soil Moisture,Environmental Science
https://openalex.org/T12996,Engineering Bacteria for Cancer Treatment,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11501,Transforming Growth Factor Beta Signaling Pathway,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12009,Hedgehog Signaling in Development and Cancer,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T11738,Role of Lung Ultrasound in Critical Care,Medicine
https://openalex.org/T10293,Thyroid Disease and Hormone Regulation,Medicine
https://openalex.org/T10348,Indigenous Health Disparities and Decolonization,Social Sciences
https://openalex.org/T12301,Diagnosis and Management of Facial Paralysis,Medicine
https://openalex.org/T10169,Molecular Mechanisms of Ras Signaling Pathways,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12576,Prediction of Peptide-MHC Binding Affinity,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12129,Energy Supply and Security Issues for Developed Economies,Energy
https://openalex.org/T11107,Role of Selenium in Human Health and Disease,Nursing
https://openalex.org/T10790,Metal-Induced Oxidative Stress and Health Effects,Environmental Science
https://openalex.org/T11686,Dendrimer-Encapsulated Nanoparticles and Hyperbranched Polymers,Materials Science
https://openalex.org/T11342,Synthesis and Applications of Carbon Quantum Dots,Materials Science
https://openalex.org/T11620,Improving Patient Adherence to Medication Regimens,Medicine
https://openalex.org/T14278,Studies on the Work of Louis Althusser,Arts and Humanities
https://openalex.org/T11242,Nuclear Fuel Development,Materials Science
https://openalex.org/T12887,Development of Personal Epistemological Beliefs,Psychology
https://openalex.org/T11859,Politics of Citizenship Education and Historical Thinking,Social Sciences
https://openalex.org/T11923,Acid Mine Drainage Remediation and Biogeochemistry,Environmental Science
https://openalex.org/T11302,Carbon Dioxide Sequestration in Geological Formations,Environmental Science
https://openalex.org/T12648,Scientific Writing and Publication Practices,Arts and Humanities
https://openalex.org/T11814,Design and Control of Warehouse Operations,Engineering
https://openalex.org/T11902,Effectiveness of Intelligent Tutoring Systems,Computer Science
https://openalex.org/T12191,Nucleophilic Reactivity in Organic Chemistry,Chemistry
https://openalex.org/T11786,Magnetosome Formation in Prokaryotes,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12858,Genetics and Epidemiology of Plant Pathogens,Agricultural and Biological Sciences
https://openalex.org/T11766,High-Temperature Superconductivity in Iron-Based Materials,Materials Science
https://openalex.org/T10498,Migraine Pathophysiology and Treatment,Medicine
https://openalex.org/T12625,Prevalence and Treatment of Hyperhidrosis,Medicine
https://openalex.org/T14056,Guidelines for Warning Design and Comprehension,Psychology
https://openalex.org/T11325,Inertial Navigation Systems and Sensor Fusion Techniques,Engineering
https://openalex.org/T13771,Mathematical Modeling in Interdisciplinary Research,Mathematics
https://openalex.org/T11838,Organized Crime and Criminal Networks Analysis,Social Sciences
https://openalex.org/T14006,Linguistic Borrowing and Language Contact Phenomena,Arts and Humanities
https://openalex.org/T10926,Management and Treatment of Peripheral Arterial Disease,Medicine
https://openalex.org/T12104,Protein Tyrosine Phosphatases in Human Health and Disease,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10886,Multiferroic and Magnetoelectric Materials,Materials Science
https://openalex.org/T11025,Nonlinear Optical Materials and Properties,Materials Science
https://openalex.org/T13139,Labor Law and Social Protection,Social Sciences
https://openalex.org/T12764,History and Politics of Poland,Social Sciences
https://openalex.org/T13989,Gender Disparities in the Labor Market,Social Sciences
https://openalex.org/T11477,Epistemology and Philosophical Knowledge Studies,Arts and Humanities
https://openalex.org/T11240,Aggregation-Induced Emission in Fluorescent Materials,Materials Science
https://openalex.org/T10197,Advancements in Water Purification Technologies,Environmental Science
https://openalex.org/T12008,Solar-Powered Water Desalination Technologies,Energy
https://openalex.org/T11692,Effects of Noise Pollution on Health and Well-being,Health Professions
https://openalex.org/T12588,Emergent Phenomena at Oxide Interfaces,Materials Science
https://openalex.org/T11957,Food Safety and Hygiene Practices,Agricultural and Biological Sciences
https://openalex.org/T11318,Health Effects of Soy Isoflavones and Phytoestrogens,Medicine
https://openalex.org/T11411,Health Effects of Tea Polyphenols,Medicine
https://openalex.org/T12612,Bose-Einstein Condensation of Polaritons,Physics and Astronomy
https://openalex.org/T12290,Motion Synthesis and Control Techniques,Engineering
https://openalex.org/T10879,Biomechanics of Bipedal Locomotion in Robots and Animals,Engineering
https://openalex.org/T10236,Eutrophication and Harmful Algal Blooms,Environmental Science
https://openalex.org/T14488,Interfacial Water and Biological Effects,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10665,Therapeutic Advances in Cystic Fibrosis Research,Medicine
https://openalex.org/T13761,Changing Prevalence of HIV-Associated Oral Lesions,Medicine
https://openalex.org/T10368,Global Oral Health and Dental Caries,Dentistry
https://openalex.org/T10276,Helicobacter pylori Infection and Gastric Cancer,Medicine
https://openalex.org/T12362,Tribology of Polymers and Composites,Engineering
https://openalex.org/T11062,Dynamics and Faults in Gear Systems,Engineering
https://openalex.org/T12468,History and Future of Food Irradiation,Agricultural and Biological Sciences
https://openalex.org/T12389,Infrared Small Target Detection and Tracking,Engineering
https://openalex.org/T11034,Advanced Techniques in Digital Signal Processing,Computer Science
https://openalex.org/T11227,Prevention and Management of Diabetic Foot Ulcers,Medicine
https://openalex.org/T10267,Factors Affecting Higher Education Outcomes and Experiences,Social Sciences
https://openalex.org/T14136,Transition of Student Veterans to Higher Education,Social Sciences
https://openalex.org/T13103,Socio-Political Dynamics in Lebanon,Social Sciences
https://openalex.org/T11203,Israeli-Palestinian Conflict and Ethnic Identity in Israel,Social Sciences
https://openalex.org/T10216,Politics and Social Implications of Immigration,Social Sciences
https://openalex.org/T11328,Ocular Cancer Research and Treatment,Medicine
https://openalex.org/T10311,Solid Oxide Fuel Cells,Materials Science
https://openalex.org/T12672,Mechanisms of Apoptotic Cell Clearance and Immune Regulation,Immunology and Microbiology
https://openalex.org/T11488,Perceptions and Communication of Climate Change,Social Sciences
https://openalex.org/T14182,E-Learning in Higher Education,Social Sciences
https://openalex.org/T11100,Design and Applications of Intermetallic Alloys,Engineering
https://openalex.org/T10633,Mechanical Properties of Metallic Glasses,Engineering
https://openalex.org/T11946,Optimization Techniques for Antenna Arrays,Engineering
https://openalex.org/T11543,Human Resource Management and Marketing Research,"Business, Management and Accounting"
https://openalex.org/T14309,Influence of Work Environment on Employee Performance,Social Sciences
